"","Date","Day.of.week","distance","Time","Pace","MD","Month","Year","STATION","NAME","TMAX","TMIN","Avg.Temp"
"1",2009-05-23,"Saturday",5.01,"0:34:55",6.96666666666667,"23-May",5,2009,"USC00367938","SELLERSVILLE, PA US",83,46,68
"2",2009-06-17,"Wednesday",5.46,"0:58:05",10.6333333333333,"17-Jun",6,2009,"USC00367938","SELLERSVILLE, PA US",68,52,56
"3",2009-06-25,"Thursday",4.48,"0:45:39",10.1833333333333,"25-Jun",6,2009,"USC00367938","SELLERSVILLE, PA US",82,66,68
"4",2009-07-04,"Saturday",4.69,"0:49:11",10.4833333333333,"4-Jul",7,2009,"USC00367938","SELLERSVILLE, PA US",77,58,69
"5",2009-07-11,"Saturday",4.83,"0:51:35",10.6833333333333,"11-Jul",7,2009,"USC00367938","SELLERSVILLE, PA US",80,58,69
"6",2009-07-18,"Saturday",4.84,"0:50:48",10.5,"18-Jul",7,2009,"USC00367938","SELLERSVILLE, PA US",84,63,65
"7",2009-08-14,"Friday",4.83,"0:51:05",10.5833333333333,"14-Aug",8,2009,"USC00367938","SELLERSVILLE, PA US",77,63,63
"8",2009-08-26,"Wednesday",6.01,"1:02:10",10.35,"26-Aug",8,2009,"USC00367938","SELLERSVILLE, PA US",83,63,68
"9",2009-08-30,"Sunday",5,"0:53:39",10.7333333333333,"30-Aug",8,2009,"USC00367938","SELLERSVILLE, PA US",81,65,66
"10",2009-09-06,"Sunday",5.21,"0:53:53",10.35,"6-Sep",9,2009,"USC00367938","SELLERSVILLE, PA US",83,57,67
"11",2009-09-22,"Tuesday",6,"0:59:04",9.85,"22-Sep",9,2009,"USC00367938","SELLERSVILLE, PA US",75,48,59
"12",2009-09-26,"Saturday",6.01,"0:59:34",9.91666666666667,"26-Sep",9,2009,"USC00367938","SELLERSVILLE, PA US",72,46,49
"13",2009-10-03,"Saturday",5.88,"0:59:57",10.2,"3-Oct",10,2009,"USC00367938","SELLERSVILLE, PA US",64,43,60
"14",2009-10-11,"Sunday",5.96,"1:01:31",10.3166666666667,"11-Oct",10,2009,"USC00367938","SELLERSVILLE, PA US",63,36,37
"15",2009-10-18,"Sunday",5.72,"0:58:24",10.2166666666667,"18-Oct",10,2009,"USC00367938","SELLERSVILLE, PA US",46,39,41
"16",2009-10-30,"Friday",5.64,"0:57:21",10.1666666666667,"30-Oct",10,2009,"USC00367938","SELLERSVILLE, PA US",59,48,50
"17",2010-01-28,"Thursday",6.03,"1:00:51",10.0833333333333,"28-Jan",1,2010,"USC00367938","SELLERSVILLE, PA US",36,21,28
"18",2010-02-18,"Thursday",6.06,"1:00:21",9.96666666666667,"18-Feb",2,2010,"USC00367938","SELLERSVILLE, PA US",34,16,32
"19",2010-02-27,"Saturday",6.19,"1:01:46",9.98333333333333,"27-Feb",2,2010,"USC00367938","SELLERSVILLE, PA US",35,19,26
"20",2010-03-07,"Sunday",6.06,"1:02:37",10.3333333333333,"7-Mar",3,2010,"USC00367938","SELLERSVILLE, PA US",51,22,27
"21",2010-03-21,"Sunday",5.92,"1:02:02",10.4833333333333,"21-Mar",3,2010,"USC00367938","SELLERSVILLE, PA US",74,35,43
"22",2010-03-28,"Sunday",5.99,"0:59:19",9.9,"28-Mar",3,2010,"USC00367938","SELLERSVILLE, PA US",46,26,30
"23",2010-04-03,"Saturday",6,"0:54:18",9.05,"3-Apr",4,2010,"USC00367938","SELLERSVILLE, PA US",74,42,57
"24",2010-04-11,"Sunday",6.2,"1:00:48",9.8,"11-Apr",4,2010,"USC00367938","SELLERSVILLE, PA US",60,35,37
"25",2010-04-18,"Sunday",6.21,"0:58:01",9.35,"18-Apr",4,2010,"USC00367938","SELLERSVILLE, PA US",55,33,34
"26",2010-04-24,"Saturday",6.11,"0:55:02",9,"24-Apr",4,2010,"USC00367938","SELLERSVILLE, PA US",71,34,55
"27",2010-05-04,"Tuesday",5.16,"0:46:08",8.93333333333333,"4-May",5,2010,"USC00367938","SELLERSVILLE, PA US",81,58,59
"28",2010-05-07,"Friday",6.01,"0:56:27",9.4,"7-May",5,2010,"USC00367938","SELLERSVILLE, PA US",75,43,53
"29",2010-05-31,"Monday",6.24,"0:58:28",9.36666666666667,"31-May",5,2010,"USC00367938","SELLERSVILLE, PA US",85,59,76
"30",2010-06-13,"Sunday",6,"0:57:33",9.58333333333333,"13-Jun",6,2010,"USC00367938","SELLERSVILLE, PA US",86,62,69
"31",2010-06-18,"Friday",6.09,"0:58:19",9.58333333333333,"18-Jun",6,2010,"USC00367938","SELLERSVILLE, PA US",75,53,67
"32",2010-07-04,"Sunday",5.43,"0:51:32",9.48333333333333,"4-Jul",7,2010,"USC00367938","SELLERSVILLE, PA US",88,53,58
"33",2010-12-12,"Sunday",6.49,"1:06:28",10.2333333333333,"12-Dec",12,2010,"USC00367938","SELLERSVILLE, PA US",52,22,50
"34",2010-12-19,"Sunday",5.06,"0:51:19",10.1333333333333,"19-Dec",12,2010,"USC00367938","SELLERSVILLE, PA US",33,14,21
"35",2010-12-25,"Saturday",6.51,"1:02:40",9.63333333333333,"25-Dec",12,2010,"USC00367938","SELLERSVILLE, PA US",37,20,23
"36",2011-01-14,"Friday",6.52,"1:04:06",9.83333333333333,"14-Jan",1,2011,"USC00367938","SELLERSVILLE, PA US",26,1,5
"37",2011-01-30,"Sunday",6.51,"1:00:58",9.36666666666667,"30-Jan",1,2011,"USC00367938","SELLERSVILLE, PA US",30,17,21
"38",2011-02-20,"Sunday",6.52,"1:02:52",9.65,"20-Feb",2,2011,"USC00367938","SELLERSVILLE, PA US",41,21,22
"39",2011-03-13,"Sunday",6.54,"1:04:01",9.78333333333333,"13-Mar",3,2011,"USC00367938","SELLERSVILLE, PA US",53,30,44
"40",2011-03-27,"Sunday",6.52,"0:59:05",9.06666666666667,"27-Mar",3,2011,"USC00367938","SELLERSVILLE, PA US",39,19,26
"41",2011-04-10,"Sunday",6.49,"1:00:31",9.31666666666667,"10-Apr",4,2011,"USC00367938","SELLERSVILLE, PA US",59,44,48
"42",2011-05-08,"Sunday",6.53,"1:01:36",9.43333333333333,"8-May",5,2011,"USC00367938","SELLERSVILLE, PA US",69,40,43
"43",2011-05-27,"Friday",6.02,"0:56:51",9.45,"27-May",5,2011,"USC00367938","SELLERSVILLE, PA US",87,61,68
"44",2011-06-05,"Sunday",6.51,"1:00:31",9.3,"5-Jun",6,2011,"USC00367938","SELLERSVILLE, PA US",73,47,57
"45",2011-06-12,"Sunday",6.47,"1:02:40",9.68333333333333,"12-Jun",6,2011,"USC00367938","SELLERSVILLE, PA US",71,60,62
"46",2011-06-19,"Sunday",6.53,"1:04:12",9.83333333333333,"19-Jun",6,2011,"USC00367938","SELLERSVILLE, PA US",84,60,62
"47",2011-07-10,"Sunday",6.54,"1:00:35",9.26666666666667,"10-Jul",7,2011,"USC00367938","SELLERSVILLE, PA US",86,59,69
"48",2011-08-07,"Sunday",6,"0:59:14",9.86666666666667,"7-Aug",8,2011,"USC00367938","SELLERSVILLE, PA US",85,71,74
"49",2011-08-21,"Sunday",6.52,"1:02:47",9.63333333333333,"21-Aug",8,2011,"USC00367938","SELLERSVILLE, PA US",85,58,68
"50",2011-08-26,"Friday",6.04,"0:53:43",8.9,"26-Aug",8,2011,"USC00367938","SELLERSVILLE, PA US",78,65,68
"51",2011-09-04,"Sunday",5.1,"0:47:33",9.31666666666667,"4-Sep",9,2011,"USC00367938","SELLERSVILLE, PA US",81,65,69
"52",2011-09-11,"Sunday",5.13,"0:44:33",8.68333333333333,"11-Sep",9,2011,"USC00367938","SELLERSVILLE, PA US",76,63,64
"53",2011-09-18,"Sunday",5.1,"0:42:27",8.31666666666667,"18-Sep",9,2011,"USC00367938","SELLERSVILLE, PA US",61,42,46
"54",2011-09-25,"Sunday",5.1,"0:44:33",8.73333333333333,"25-Sep",9,2011,"USC00367938","SELLERSVILLE, PA US",75,64,66
"55",2011-10-02,"Sunday",5.28,"0:44:59",8.51666666666667,"2-Oct",10,2011,"USC00367938","SELLERSVILLE, PA US",61,47,48
"56",2011-10-09,"Sunday",5.12,"0:42:51",8.36666666666667,"9-Oct",10,2011,"USC00367938","SELLERSVILLE, PA US",75,44,51
"57",2011-10-16,"Sunday",5.04,"0:44:25",8.81666666666667,"16-Oct",10,2011,"USC00367938","SELLERSVILLE, PA US",63,43,44
"58",2011-10-23,"Sunday",5.18,"0:43:20",8.36666666666667,"23-Oct",10,2011,"USC00367938","SELLERSVILLE, PA US",55,37,41
"59",2011-11-06,"Sunday",5.19,"0:43:26",8.36666666666667,"6-Nov",11,2011,"USC00367938","SELLERSVILLE, PA US",54,24,25
"60",2011-11-13,"Sunday",5,"0:42:30",8.5,"13-Nov",11,2011,"USC00367938","SELLERSVILLE, PA US",57,26,31
"61",2011-11-20,"Sunday",5.19,"0:43:37",8.4,"20-Nov",11,2011,"USC00367938","SELLERSVILLE, PA US",52,34,37
"62",2011-11-25,"Friday",5.19,"0:45:07",8.7,"25-Nov",11,2011,"USC00367938","SELLERSVILLE, PA US",56,30,32
"63",2011-11-27,"Sunday",5.17,"0:42:14",8.16666666666667,"27-Nov",11,2011,"USC00367938","SELLERSVILLE, PA US",66,31,32
"64",2011-12-04,"Sunday",5.01,"0:43:55",8.76666666666667,"4-Dec",12,2011,"USC00367938","SELLERSVILLE, PA US",47,24,31
"65",2011-12-11,"Sunday",5.07,"0:41:39",8.21666666666667,"11-Dec",12,2011,"USC00367938","SELLERSVILLE, PA US",41,18,27
"66",2011-12-18,"Sunday",5.21,"0:43:17",8.3,"18-Dec",12,2011,"USC00367938","SELLERSVILLE, PA US",38,21,26
"67",2011-12-30,"Friday",5,"0:40:19",8.06666666666667,"30-Dec",12,2011,"USC00367938","SELLERSVILLE, PA US",33,21,25
"68",2012-01-02,"Monday",5.17,"0:43:36",8.43333333333333,"2-Jan",1,2012,"USC00367938","SELLERSVILLE, PA US",53,28,33
"69",2012-01-08,"Sunday",5.07,"0:43:14",8.53333333333333,"8-Jan",1,2012,"USC00367938","SELLERSVILLE, PA US",62,26,29
"70",2012-01-15,"Sunday",5.09,"0:43:02",8.45,"15-Jan",1,2012,"USC00367938","SELLERSVILLE, PA US",32,13,14
"71",2012-01-29,"Sunday",5.22,"0:44:49",8.58333333333333,"29-Jan",1,2012,"USC00367938","SELLERSVILLE, PA US",47,30,33
"72",2012-02-19,"Sunday",5.17,"0:44:24",8.58333333333333,"19-Feb",2,2012,"USC00367938","SELLERSVILLE, PA US",51,23,35
"73",2012-02-26,"Sunday",5.21,"0:46:18",8.88333333333333,"26-Feb",2,2012,"USC00367938","SELLERSVILLE, PA US",40,27,31
"74",2012-03-04,"Sunday",5.06,"0:42:42",8.43333333333333,"4-Mar",3,2012,"USC00367938","SELLERSVILLE, PA US",56,33,33
"75",2012-03-11,"Sunday",5.11,"0:43:53",8.58333333333333,"11-Mar",3,2012,"USC00367938","SELLERSVILLE, PA US",42,22,24
"76",2012-03-18,"Sunday",5.04,"0:42:32",8.43333333333333,"18-Mar",3,2012,"USC00367938","SELLERSVILLE, PA US",68,40,45
"77",2012-04-01,"Sunday",5.07,"0:42:18",8.35,"1-Apr",4,2012,"USC00367938","SELLERSVILLE, PA US",42,39,41
"78",2012-04-08,"Sunday",5.08,"0:43:46",8.61666666666667,"8-Apr",4,2012,"USC00367938","SELLERSVILLE, PA US",61,29,44
"79",2012-04-15,"Sunday",5.09,"0:44:32",8.75,"15-Apr",4,2012,"USC00367938","SELLERSVILLE, PA US",70,50,54
"80",2012-04-22,"Sunday",5.17,"0:43:44",8.46666666666667,"22-Apr",4,2012,"USC00367938","SELLERSVILLE, PA US",78,44,46
"81",2012-04-28,"Saturday",5.47,"0:47:38",8.7,"28-Apr",4,2012,"USC00367938","SELLERSVILLE, PA US",61,29,40
"82",2012-05-06,"Sunday",5.09,"0:42:38",8.38333333333333,"6-May",5,2012,"USC00367938","SELLERSVILLE, PA US",81,52,56
"83",2012-05-12,"Saturday",5.06,"0:41:36",8.21666666666667,"12-May",5,2012,"USC00367938","SELLERSVILLE, PA US",70,39,46
"84",2012-05-27,"Sunday",5.94,"1:00:01",10.1,"27-May",5,2012,"USC00367938","SELLERSVILLE, PA US",83,65,68
"85",2012-06-10,"Sunday",5.06,"0:44:50",8.86666666666667,"10-Jun",6,2012,"USC00367938","SELLERSVILLE, PA US",82,62,65
"86",2012-06-17,"Sunday",5.07,"0:41:41",8.21666666666667,"17-Jun",6,2012,"USC00367938","SELLERSVILLE, PA US",78,56,62
"87",2012-07-01,"Sunday",5.03,"0:43:53",8.71666666666667,"1-Jul",7,2012,"USC00367938","SELLERSVILLE, PA US",90,64,73
"88",2012-07-08,"Sunday",4.96,"0:43:53",8.85,"8-Jul",7,2012,"USC00367938","SELLERSVILLE, PA US",98,70,72
"89",2012-07-15,"Sunday",5,"0:43:37",8.71666666666667,"15-Jul",7,2012,"USC00367938","SELLERSVILLE, PA US",80,69,73
"90",2012-07-22,"Sunday",4.98,"0:40:13",8.08333333333333,"22-Jul",7,2012,"USC00367938","SELLERSVILLE, PA US",77,61,68
"91",2012-07-29,"Sunday",5.1,"0:43:00",8.43333333333333,"29-Jul",7,2012,"USC00367938","SELLERSVILLE, PA US",87,66,68
"92",2012-08-05,"Sunday",6.03,"0:53:13",8.83333333333333,"5-Aug",8,2012,"USC00367938","SELLERSVILLE, PA US",89,69,76
"93",2012-08-19,"Sunday",5.19,"0:44:29",8.56666666666667,"19-Aug",8,2012,"USC00367938","SELLERSVILLE, PA US",79,53,55
"94",2012-08-23,"Thursday",5.86,"0:56:53",9.7,"23-Aug",8,2012,"USC00367938","SELLERSVILLE, PA US",84,59,63
"95",2012-09-03,"Monday",4.93,"0:44:55",9.11666666666667,"3-Sep",9,2012,"USC00367938","SELLERSVILLE, PA US",74,59,68
"96",2012-09-16,"Sunday",5.09,"0:42:01",8.25,"16-Sep",9,2012,"USC00367938","SELLERSVILLE, PA US",71,48,48
"97",2012-09-23,"Sunday",5,"0:42:17",8.45,"23-Sep",9,2012,"USC00367938","SELLERSVILLE, PA US",80,48,54
"98",2012-09-30,"Sunday",5,"0:41:52",8.36666666666667,"30-Sep",9,2012,"USC00367938","SELLERSVILLE, PA US",62,42,48
"99",2012-10-07,"Sunday",5.01,"0:44:25",8.86666666666667,"7-Oct",10,2012,"USC00367938","SELLERSVILLE, PA US",71,40,44
"100",2012-10-21,"Sunday",5,"0:41:32",8.3,"21-Oct",10,2012,"USC00367938","SELLERSVILLE, PA US",62,40,43
"101",2012-10-28,"Sunday",5.01,"0:43:46",8.73333333333333,"28-Oct",10,2012,"USC00367938","SELLERSVILLE, PA US",64,51,53
"102",2012-11-04,"Sunday",5.01,"0:41:04",8.2,"4-Nov",11,2012,"USC00367938","SELLERSVILLE, PA US",47,31,39
"103",2012-11-11,"Sunday",5.03,"0:44:24",8.83333333333333,"11-Nov",11,2012,"USC00367938","SELLERSVILLE, PA US",55,31,45
"104",2012-11-23,"Friday",5.03,"0:45:44",9.1,"23-Nov",11,2012,"USC00367938","SELLERSVILLE, PA US",57,24,26
"105",2012-12-02,"Sunday",5.02,"0:42:36",8.48333333333333,"2-Dec",12,2012,"USC00367938","SELLERSVILLE, PA US",42,36,38
"106",2012-12-25,"Tuesday",5.05,"0:42:20",8.38333333333333,"25-Dec",12,2012,"USC00367938","SELLERSVILLE, PA US",37,23,32
"107",2013-01-06,"Sunday",5.01,"0:42:52",8.55,"6-Jan",1,2013,"USC00367938","SELLERSVILLE, PA US",40,25,29
"108",2013-01-13,"Sunday",5.01,"0:42:17",8.43333333333333,"13-Jan",1,2013,"USC00367938","SELLERSVILLE, PA US",49,40,42
"109",2013-01-20,"Sunday",5.03,"0:44:13",8.78333333333333,"20-Jan",1,2013,"USC00367938","SELLERSVILLE, PA US",51,24,41
"110",2013-02-17,"Sunday",5.01,"0:43:44",8.73333333333333,"17-Feb",2,2013,"USC00367938","SELLERSVILLE, PA US",36,20,23
"111",2013-02-24,"Sunday",5.04,"0:42:22",8.4,"24-Feb",2,2013,"USC00367938","SELLERSVILLE, PA US",42,32,35
"112",2013-03-24,"Sunday",5.03,"0:44:14",8.8,"24-Mar",3,2013,"USC00367938","SELLERSVILLE, PA US",46,23,26
"113",2013-03-31,"Sunday",5.02,"0:43:38",8.7,"31-Mar",3,2013,"USC00367938","SELLERSVILLE, PA US",57,25,30
"114",2013-04-14,"Sunday",5,"0:44:34",8.91666666666667,"14-Apr",4,2013,"USC00367938","SELLERSVILLE, PA US",57,36,48
"115",2013-05-05,"Sunday",5,"0:41:24",8.28333333333333,"5-May",5,2013,"USC00367938","SELLERSVILLE, PA US",69,39,47
"116",2013-05-13,"Monday",4.46,"0:34:22",7.7,"13-May",5,2013,"USC00367938","SELLERSVILLE, PA US",63,35,44
"117",2013-05-27,"Monday",5,"0:41:13",8.25,"27-May",5,2013,"USC00367938","SELLERSVILLE, PA US",69,37,45
"118",2013-06-02,"Sunday",5.03,"0:45:56",9.13333333333333,"2-Jun",6,2013,"USC00367938","SELLERSVILLE, PA US",91,62,76
"119",2013-06-23,"Sunday",5.02,"0:45:55",9.15,"23-Jun",6,2013,"USC00367938","SELLERSVILLE, PA US",83,60,73
"120",2013-06-30,"Sunday",5,"0:46:04",9.21666666666667,"30-Jun",6,2013,"USC00367938","SELLERSVILLE, PA US",85,66,72
"121",2013-07-14,"Sunday",5.01,"0:44:52",8.95,"14-Jul",7,2013,"USC00367938","SELLERSVILLE, PA US",85,69,75
"122",2013-08-04,"Sunday",5.02,"0:45:34",9.08333333333333,"4-Aug",8,2013,"USC00367938","SELLERSVILLE, PA US",74,57,62
"123",2013-08-11,"Sunday",5.03,"0:45:57",9.13333333333333,"11-Aug",8,2013,"USC00367938","SELLERSVILLE, PA US",82,58,67
"124",2013-08-18,"Sunday",5.01,"0:39:50",7.95,"18-Aug",8,2013,"USC00367938","SELLERSVILLE, PA US",80,56,64
"125",2013-08-23,"Friday",4.57,"1:02:33",13.6833333333333,"23-Aug",8,2013,"USC00367938","SELLERSVILLE, PA US",80,63,65
"126",2013-08-25,"Sunday",5.01,"0:46:10",9.21666666666667,"25-Aug",8,2013,"USC00367938","SELLERSVILLE, PA US",78,50,52
"127",2013-09-01,"Sunday",5,"0:45:02",9,"1-Sep",9,2013,"USC00367938","SELLERSVILLE, PA US",85,67,71
"128",2013-09-08,"Sunday",5.02,"0:45:22",9.03333333333333,"8-Sep",9,2013,"USC00367938","SELLERSVILLE, PA US",77,45,59
"129",2013-09-15,"Sunday",5.03,"0:44:01",8.75,"15-Sep",9,2013,"USC00367938","SELLERSVILLE, PA US",61,40,45
"130",2013-09-22,"Sunday",5.04,"0:45:17",8.98333333333333,"22-Sep",9,2013,"USC00367938","SELLERSVILLE, PA US",77,50,56
"131",2013-11-03,"Sunday",5,"0:45:06",9.01666666666667,"3-Nov",11,2013,"USC00367938","SELLERSVILLE, PA US",65,38,44
"132",2013-11-10,"Sunday",5.03,"0:45:18",9,"10-Nov",11,2013,"USC00367938","SELLERSVILLE, PA US",48,27,43
"133",2013-11-17,"Sunday",5.02,"0:45:08",8.98333333333333,"17-Nov",11,2013,"USC00367938","SELLERSVILLE, PA US",58,26,49
"134",2013-12-01,"Sunday",5.02,"0:44:12",8.8,"1-Dec",12,2013,"USC00367938","SELLERSVILLE, PA US",36,16,24
"135",2013-12-22,"Sunday",5.03,"0:44:44",8.9,"22-Dec",12,2013,"USC00367938","SELLERSVILLE, PA US",65,32,64
"136",2014-01-12,"Sunday",5.02,"0:45:53",9.13333333333333,"12-Jan",1,2014,"USC00367938","SELLERSVILLE, PA US",59,31,39
"137",2014-03-09,"Sunday",5,"0:42:21",8.46666666666667,"9-Mar",3,2014,"USC00367938","SELLERSVILLE, PA US",38,18,22
"138",2014-03-23,"Sunday",5,"0:45:21",9.06666666666667,"23-Mar",3,2014,"USC00367938","SELLERSVILLE, PA US",63,34,36
"139",2014-04-06,"Sunday",5.02,"0:45:21",9.03333333333333,"6-Apr",4,2014,"USC00367938","SELLERSVILLE, PA US",50,25,40
"140",2014-04-13,"Sunday",5.05,"0:46:59",9.3,"13-Apr",4,2014,"USC00367938","SELLERSVILLE, PA US",71,46,53
"141",2014-04-27,"Sunday",5.02,"0:44:21",8.83333333333333,"27-Apr",4,2014,"USC00367938","SELLERSVILLE, PA US",61,32,38
"142",2014-05-11,"Sunday",6.51,"1:00:02",9.21666666666667,"11-May",5,2014,"USC00367938","SELLERSVILLE, PA US",81,43,65
"143",2014-05-18,"Sunday",6.5,"0:58:19",8.96666666666667,"18-May",5,2014,"USC00367938","SELLERSVILLE, PA US",65,40,49
"144",2014-05-25,"Sunday",6.51,"0:59:32",9.15,"25-May",5,2014,"USC00367938","SELLERSVILLE, PA US",73,46,54
"145",2014-06-01,"Sunday",6.5,"0:58:49",9.05,"1-Jun",6,2014,"USC00367938","SELLERSVILLE, PA US",75,46,60
"146",2014-06-08,"Sunday",6.5,"0:58:25",8.98333333333333,"8-Jun",6,2014,"USC00367938","SELLERSVILLE, PA US",81,50,58
"147",2014-06-15,"Sunday",6.5,"0:58:28",9,"15-Jun",6,2014,"USC00367938","SELLERSVILLE, PA US",70,48,59
"148",2014-06-22,"Sunday",6.53,"0:59:49",9.16666666666667,"22-Jun",6,2014,"USC00367938","SELLERSVILLE, PA US",78,57,65
"149",2014-06-29,"Sunday",6.5,"1:00:01",9.23333333333333,"29-Jun",6,2014,"USC00367938","SELLERSVILLE, PA US",84,62,69
"150",2014-07-06,"Sunday",6.54,"0:58:29",8.95,"6-Jul",7,2014,"USC00367938","SELLERSVILLE, PA US",80,54,63
"151",2014-08-02,"Saturday",6.5,"0:59:13",9.11666666666667,"2-Aug",8,2014,"USC00367938","SELLERSVILLE, PA US",79,63,63
"152",2014-08-10,"Sunday",6.5,"0:58:31",9,"10-Aug",8,2014,"USC00367938","SELLERSVILLE, PA US",83,55,66
"153",2014-08-17,"Sunday",6.5,"1:00:09",9.25,"17-Aug",8,2014,"USC00367938","SELLERSVILLE, PA US",77,53,59
"154",2014-08-24,"Sunday",6.5,"0:57:01",8.76666666666667,"24-Aug",8,2014,"USC00367938","SELLERSVILLE, PA US",71,58,59
"155",2014-08-30,"Saturday",6.51,"0:58:20",8.96666666666667,"30-Aug",8,2014,"USC00367938","SELLERSVILLE, PA US",81,59,64
"156",2014-09-05,"Friday",5,"0:44:55",8.98333333333333,"5-Sep",9,2014,"USC00367938","SELLERSVILLE, PA US",87,60,67
"157",2014-09-21,"Sunday",5,"0:45:13",9.05,"21-Sep",9,2014,"USC00367938","SELLERSVILLE, PA US",76,57,63
"158",2014-09-28,"Sunday",5.04,"0:42:48",8.5,"28-Sep",9,2014,"USC00367938","SELLERSVILLE, PA US",82,49,58
"159",2014-10-12,"Sunday",5.05,"0:42:53",8.5,"12-Oct",10,2014,"USC00367938","SELLERSVILLE, PA US",52,35,42
"160",2014-10-19,"Sunday",5.02,"0:44:13",8.8,"19-Oct",10,2014,"USC00367938","SELLERSVILLE, PA US",66,46,46
"161",2014-10-26,"Sunday",5.03,"0:43:02",8.55,"26-Oct",10,2014,"USC00367938","SELLERSVILLE, PA US",67,35,50
"162",2014-11-02,"Sunday",5,"0:42:50",8.56666666666667,"2-Nov",11,2014,"USC00367938","SELLERSVILLE, PA US",46,39,40
"163",2014-11-09,"Sunday",5.01,"0:43:54",8.76666666666667,"9-Nov",11,2014,"USC00367938","SELLERSVILLE, PA US",47,34,36
"164",2014-11-16,"Sunday",5,"0:45:12",9.03333333333333,"16-Nov",11,2014,"USC00367938","SELLERSVILLE, PA US",41,22,28
"165",2014-11-23,"Sunday",5.01,"0:45:00",8.98333333333333,"23-Nov",11,2014,"USC00367938","SELLERSVILLE, PA US",42,24,37
"166",2014-11-30,"Sunday",5,"0:43:56",8.78333333333333,"30-Nov",11,2014,"USC00367938","SELLERSVILLE, PA US",32,18,30
"167",2014-12-21,"Sunday",5.01,"0:42:48",8.55,"21-Dec",12,2014,"USC00367938","SELLERSVILLE, PA US",33,27,28
"168",2014-12-25,"Thursday",5.03,"0:42:13",8.4,"25-Dec",12,2014,"USC00367938","SELLERSVILLE, PA US",62,44,46
"169",2014-12-31,"Wednesday",5.02,"0:44:11",8.8,"31-Dec",12,2014,"USC00367938","SELLERSVILLE, PA US",34,14,22
"170",2015-01-04,"Sunday",5.03,"0:44:27",8.83333333333333,"4-Jan",1,2015,"USC00367938","SELLERSVILLE, PA US",37,25,37
"171",2015-01-11,"Sunday",5,"0:42:58",8.6,"11-Jan",1,2015,"USC00367938","SELLERSVILLE, PA US",19,5,9
"172",2015-01-25,"Sunday",5.02,"0:42:22",8.43333333333333,"25-Jan",1,2015,"USC00367938","SELLERSVILLE, PA US",37,28,33
"173",2015-02-08,"Sunday",5.02,"0:42:48",8.53333333333333,"8-Feb",2,2015,"USC00367938","SELLERSVILLE, PA US",41,20,31
"174",2015-02-14,"Saturday",5,"0:42:06",8.41666666666667,"14-Feb",2,2015,"USC00367938","SELLERSVILLE, PA US",20,5,18
"175",2015-02-22,"Sunday",5.02,"0:41:14",8.21666666666667,"22-Feb",2,2015,"USC00367938","SELLERSVILLE, PA US",29,-1,29
"176",2015-03-01,"Sunday",5.01,"0:41:08",8.21666666666667,"1-Mar",3,2015,"USC00367938","SELLERSVILLE, PA US",28,8,19
"177",2015-03-15,"Sunday",5.03,"0:43:23",8.61666666666667,"15-Mar",3,2015,"USC00367938","SELLERSVILLE, PA US",44,34,40
"178",2015-03-22,"Sunday",5.02,"0:42:51",8.53333333333333,"22-Mar",3,2015,"USC00367938","SELLERSVILLE, PA US",47,30,33
"179",2015-03-29,"Sunday",5.01,"0:42:39",8.51666666666667,"29-Mar",3,2015,"USC00367938","SELLERSVILLE, PA US",37,21,24
"180",2015-04-26,"Sunday",5.01,"0:43:53",8.76666666666667,"26-Apr",4,2015,"USC00367938","SELLERSVILLE, PA US",57,34,43
"181",2015-05-24,"Sunday",6,"0:51:32",8.58333333333333,"24-May",5,2015,"USC00367938","SELLERSVILLE, PA US",68,39,45
"182",2015-06-03,"Wednesday",5,"0:42:06",8.41666666666667,"3-Jun",6,2015,"USC00367938","SELLERSVILLE, PA US",54,49,52
"183",2015-06-07,"Sunday",6.01,"0:51:02",8.48333333333333,"7-Jun",6,2015,"USC00367938","SELLERSVILLE, PA US",80,45,55
"184",2015-06-14,"Sunday",6.25,"0:55:26",8.86666666666667,"14-Jun",6,2015,"USC00367938","SELLERSVILLE, PA US",90,63,70
"185",2015-06-21,"Sunday",6.02,"0:50:45",8.43333333333333,"21-Jun",6,2015,"USC00367938","SELLERSVILLE, PA US",79,65,68
"186",2015-07-01,"Wednesday",5.04,"0:42:11",8.36666666666667,"1-Jul",7,2015,"USC00367938","SELLERSVILLE, PA US",81,64,66
"187",2015-07-05,"Sunday",6.09,"0:51:04",8.38333333333333,"5-Jul",7,2015,"USC00367938","SELLERSVILLE, PA US",79,61,64
"188",2015-07-12,"Sunday",6.03,"0:50:42",8.4,"12-Jul",7,2015,"USC00367938","SELLERSVILLE, PA US",84,59,65
"189",2015-07-16,"Thursday",5.02,"0:40:21",8.03333333333333,"16-Jul",7,2015,"USC00367938","SELLERSVILLE, PA US",81,57,62
"190",2015-07-17,"Friday",5.01,"0:41:49",8.35,"17-Jul",7,2015,"USC00367938","SELLERSVILLE, PA US",79,58,64
"191",2015-07-19,"Sunday",6.02,"0:52:24",8.7,"19-Jul",7,2015,"USC00367938","SELLERSVILLE, PA US",85,60,73
"192",2015-07-26,"Sunday",6.18,"0:57:26",9.3,"26-Jul",7,2015,"USC00367938","SELLERSVILLE, PA US",85,60,70
"193",2015-08-02,"Sunday",5.01,"0:41:02",8.18333333333333,"2-Aug",8,2015,"USC00367938","SELLERSVILLE, PA US",86,59,61
